onset	duration	sample	value	event_code
0	n/a	0	instructed_toOpenEyes	20
198.906	n/a	99453	resting_start	90
236.498	n/a	118249	instructed_toOpenEyes	20
256.5	n/a	128250	instructed_toCloseEyes	30
296.498	n/a	148249	instructed_toOpenEyes	20
316.5	n/a	158250	instructed_toCloseEyes	30
356.49	n/a	178245	instructed_toOpenEyes	20
376.49	n/a	188245	instructed_toCloseEyes	30
416.492	n/a	208246	instructed_toOpenEyes	20
436.492	n/a	218246	instructed_toCloseEyes	30
476.492	n/a	238246	instructed_toOpenEyes	20
496.492	n/a	248246	instructed_toCloseEyes	30
536.494	n/a	268247	instructed_toOpenEyes	20
541.011	n/a	270505.5	boundary	boundary
