Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC350XUM,126347,94,1,n/a
NDARAC857HDB,149178,70,1,n/a
NDARAH793FBF,200425,74,1,n/a
NDARAJ689BVN,131745,65,1,n/a
NDARAK738BGC,130876,78,1,n/a
NDARAM848GTE,117535,77,1,n/a
NDARAP522AFK,119282,82,1,n/a
NDARAP785CTE,143197,75,1,n/a
NDARAT358XM9,114521,76,1,n/a
NDARAU708TL8,117764,78,1,n/a
NDARAV187GJ5,204858,75,1,n/a
NDARBC240LNC,122801,74,1,n/a
NDARBE091BGD,158829,71,1,n/a
NDARBE103DHM,115066,80,1,n/a
NDARBF851NH6,161651,77,1,n/a
NDARBG188RA5,NaN,NaN,0,n/a
NDARBH228RDW,91212,73,1,n/a
NDARBH992ARB,181132,78,1,n/a
NDARBJ674TVU,119181,76,1,n/a
NDARBK638HLZ,121876,86,1,n/a
NDARBM433VER,124340,82,1,n/a
NDARCA740UC8,144787,79,1,n/a
NDARCD661GL0,118323,77,1,n/a
NDARCG159AAP,172259,81,1,n/a
NDARCG438NML,120628,78,1,n/a
NDARCR582GKJ,130987,77,1,n/a
NDARCU633GCZ,98117,83,1,n/a
NDARCU736GZ1,118525,76,1,n/a
NDARCU744XWL,117188,77,1,n/a
NDARCV606ZZ5,124281,77,1,n/a
NDARCV981XUY,116265,82,1,n/a
NDARDC843HHM,137098,70,1,n/a
NDARDE877RFH,161239,78,1,n/a
NDARDH086ZKK,176431,79,1,n/a
NDARDL305BT8,164089,77,1,n/a
NDARDR804MFE,135823,78,1,n/a
NDARDU853XZ6,118871,79,1,n/a
NDARDV245WJG,118139,76,1,n/a
NDARDY776AKH,108480,77,1,n/a
NDAREC480KFA,124680,73,1,n/a
NDARED628HMQ,119169,75,1,n/a
NDAREF624KJN,157307,73,1,n/a
NDAREF848YWD,120831,137,1,n/a
NDAREG590BNY,118200,80,1,n/a
NDAREK395BM3,108403,80,1,n/a
NDAREK575JNM,128316,78,1,n/a
NDAREL410HHK,152358,77,1,n/a
NDAREN417DJE,156700,80,1,n/a
NDAREX589EXG,132136,88,1,n/a
NDAREY897LB1,121750,80,1,n/a
