Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC350XUM,87566,4,1,n/a
NDARAC857HDB,86047,4,1,n/a
NDARAH793FBF,86605,4,1,n/a
NDARAJ689BVN,86113,4,1,n/a
NDARAK738BGC,86056,4,1,n/a
NDARAM848GTE,86064,4,1,n/a
NDARAP522AFK,86052,4,1,n/a
NDARAP785CTE,86059,4,1,n/a
NDARAT358XM9,86056,4,1,n/a
NDARAU708TL8,86044,4,1,n/a
NDARAV187GJ5,87297,4,1,n/a
NDARBC240LNC,86134,4,1,n/a
NDARBE091BGD,86071,4,1,n/a
NDARBE103DHM,86046,4,1,n/a
NDARBF851NH6,89071,4,1,n/a
NDARBG188RA5,87776,4,1,n/a
NDARBH228RDW,86052,4,1,n/a
NDARBH992ARB,86047,4,1,n/a
NDARBJ674TVU,86054,4,1,n/a
NDARBK638HLZ,112855,11,1,n/a
NDARBM433VER,86115,4,1,n/a
NDARCA740UC8,86121,4,1,n/a
NDARCD661GL0,86062,4,1,n/a
NDARCG159AAP,87847,4,1,n/a
NDARCG438NML,86108,4,1,n/a
NDARCR582GKJ,86539,4,1,n/a
NDARCU633GCZ,88118,4,1,n/a
NDARCU736GZ1,86065,4,1,n/a
NDARCU744XWL,86120,4,1,n/a
NDARCV606ZZ5,86103,4,1,n/a
NDARCV981XUY,86069,4,1,n/a
NDARDC843HHM,86085,4,1,n/a
NDARDE877RFH,86067,4,1,n/a
NDARDH086ZKK,87752,4,1,n/a
NDARDL305BT8,86539,4,1,n/a
NDARDR804MFE,87619,4,1,n/a
NDARDU853XZ6,86136,4,1,n/a
NDARDV245WJG,87742,4,1,n/a
NDARDY776AKH,87550,4,1,n/a
NDAREC480KFA,86055,4,1,n/a
NDARED628HMQ,86052,4,1,n/a
NDAREF624KJN,86077,4,1,n/a
NDAREF848YWD,86068,4,1,n/a
NDAREG590BNY,86122,4,1,n/a
NDAREK395BM3,130012,5,1,n/a
NDAREK575JNM,86034,4,1,n/a
NDAREL410HHK,87804,4,1,n/a
NDAREN417DJE,87529,4,1,n/a
NDAREX589EXG,86552,4,1,n/a
NDAREY897LB1,86059,4,1,n/a
NDARFA165XBV,86056,4,1,n/a
NDARFB969EMV,87501,4,1,n/a
NDARFE299MWU,86070,4,1,n/a
NDARFE526NK3,86108,4,1,n/a
NDARFG568PXZ,86117,4,1,n/a
NDARFG713PLR,87742,4,1,n/a
NDARFG851ZNZ,86779,4,1,n/a
NDARFG943GVZ,87741,4,1,n/a
NDARFG953RRK,87500,4,1,n/a
NDARFH018DLG,86051,4,1,n/a
NDARFM211KDJ,87258,4,1,n/a
NDARFM229HHA,87761,4,1,n/a
NDARFP512MEK,86056,4,1,n/a
NDARFR095UJK,86059,4,1,n/a
NDARFU395UBW,87473,4,1,n/a
NDARFU444HEF,86133,4,1,n/a
NDARGA048BD8,86050,4,1,n/a
NDARGD425PTN,87747,4,1,n/a
NDARGF445UFB,139610,5,1,n/a
NDARGF543PM2,86605,4,1,n/a
NDARGK672URV,153410,7,1,n/a
NDARGL085RTW,87300,4,1,n/a
NDARGL936KTV,86052,4,1,n/a
NDARGM196JMM,87802,4,1,n/a
NDARGR125APK,86071,4,1,n/a
NDARGR354WBH,86056,4,1,n/a
NDARGR893PUA,86054,4,1,n/a
NDARGV948BFZ,86121,4,1,n/a
NDARGX760NYV,86052,4,1,n/a
NDARGZ207NNA,86084,4,1,n/a
NDARGZ361JJ9,87490,4,1,n/a
NDARHC453LC1,86057,4,1,n/a
NDARHD931FNA,86065,4,1,n/a
NDARHE899FJV,87795,4,1,n/a
NDARHG065YHQ,86063,4,1,n/a
NDARHN212TT6,87548,4,1,n/a
NDARHR140GMB,86109,4,1,n/a
NDARHT019ER6,87716,4,1,n/a
NDARHT829KKB,86039,4,1,n/a
NDARHU910KZC,86108,4,1,n/a
NDARHW933UVJ,87504,4,1,n/a
NDARHX934KJ5,87742,4,1,n/a
NDARHX963YU1,87752,4,1,n/a
NDARJA262HTY,87731,4,1,n/a
NDARJA788CH7,86530,4,1,n/a
NDARJB366HYJ,86042,4,1,n/a
NDARJF517HC8,87552,4,1,n/a
NDARJG298YVA,86057,4,1,n/a
NDARJH367WKY,86030,4,1,n/a
NDARJH492TVW,86052,4,1,n/a
NDARJH763NPD,86740,4,1,n/a
NDARJJ767FBH,86051,4,1,n/a
NDARJM296MDW,NaN,NaN,0,n/a
NDARJR579FW7,86060,4,1,n/a
NDARJT588ZAX,86102,4,1,n/a
NDARJX458DVE,86061,4,1,n/a
