Row,data_pnts,event_cnt,key_events_exist,quality_checks
NDARAC350XUM,NaN,NaN,0,n/a
NDARAC857HDB,NaN,NaN,0,n/a
NDARAH793FBF,206579,109,1,n/a
NDARAJ689BVN,NaN,NaN,0,n/a
NDARAK738BGC,157137,109,1,n/a
NDARAM848GTE,173763,109,1,n/a
NDARAP522AFK,117316,109,1,n/a
NDARAP785CTE,152114,109,1,n/a
NDARAT358XM9,199734,109,1,n/a
NDARAU708TL8,141064,109,1,n/a
NDARAV187GJ5,130127,110,1,n/a
NDARBC240LNC,142040,109,1,n/a
NDARBE091BGD,NaN,NaN,0,n/a
NDARBE103DHM,103690,109,1,n/a
NDARBF851NH6,205529,109,1,n/a
NDARBG188RA5,147903,109,1,n/a
NDARBH228RDW,223881,109,1,n/a
NDARBH992ARB,138637,109,1,n/a
NDARBJ674TVU,NaN,NaN,0,n/a
NDARBK638HLZ,NaN,NaN,0,n/a
NDARBM433VER,126190,109,1,n/a
NDARCA740UC8,147287,109,1,n/a
NDARCD661GL0,125561,109,1,n/a
NDARCG159AAP,160627,109,1,n/a
NDARCG438NML,132963,109,1,n/a
NDARCR582GKJ,137452,109,1,n/a
NDARCU633GCZ,131028,109,1,n/a
NDARCU736GZ1,NaN,NaN,0,n/a
NDARCU744XWL,127864,109,1,n/a
NDARCV606ZZ5,139839,109,1,n/a
NDARCV981XUY,146488,109,1,n/a
NDARDC843HHM,144585,109,1,n/a
NDARDE877RFH,161413,109,1,n/a
NDARDH086ZKK,158578,109,1,n/a
NDARDL305BT8,122701,109,1,n/a
NDARDR804MFE,200553,109,1,n/a
NDARDU853XZ6,NaN,NaN,0,n/a
NDARDV245WJG,NaN,NaN,0,n/a
NDARDY776AKH,160028,109,1,n/a
NDAREC480KFA,144816,109,1,n/a
NDARED628HMQ,NaN,NaN,0,n/a
NDAREF624KJN,NaN,NaN,0,n/a
NDAREF848YWD,181514,109,1,n/a
NDAREG590BNY,NaN,NaN,0,n/a
NDAREK395BM3,146327,109,1,n/a
NDAREK575JNM,NaN,NaN,0,n/a
NDAREL410HHK,118302,109,1,n/a
NDAREN417DJE,NaN,NaN,0,n/a
NDAREX589EXG,204011,109,1,n/a
NDAREY897LB1,NaN,NaN,0,n/a
NDARFA165XBV,117264,109,1,n/a
NDARFB969EMV,NaN,NaN,0,n/a
NDARFE299MWU,NaN,NaN,0,n/a
NDARFE526NK3,NaN,NaN,0,n/a
NDARFG568PXZ,NaN,NaN,0,n/a
NDARFG713PLR,139228,109,1,n/a
NDARFG851ZNZ,126602,109,1,n/a
NDARFG943GVZ,175202,109,1,n/a
NDARFG953RRK,205329,109,1,n/a
NDARFH018DLG,145614,109,1,n/a
NDARFM211KDJ,NaN,NaN,0,n/a
NDARFM229HHA,NaN,NaN,0,n/a
NDARFP512MEK,NaN,NaN,0,n/a
NDARFR095UJK,NaN,NaN,0,n/a
NDARFU395UBW,158028,109,1,n/a
NDARFU444HEF,178235,109,1,n/a
NDARGA048BD8,136512,109,1,n/a
NDARGD425PTN,120050,109,1,n/a
NDARGF445UFB,158578,109,1,n/a
NDARGF543PM2,121151,109,1,n/a
NDARGK672URV,164104,109,1,n/a
NDARGL085RTW,NaN,NaN,0,n/a
NDARGL936KTV,184885,109,1,n/a
NDARGM196JMM,228404,109,1,n/a
NDARGR125APK,135739,109,1,n/a
NDARGR354WBH,138265,109,1,n/a
NDARGR893PUA,201809,109,1,n/a
NDARGV948BFZ,151888,109,1,n/a
NDARGX760NYV,130965,109,1,n/a
NDARGZ207NNA,296726,109,1,n/a
NDARGZ361JJ9,175903,109,1,n/a
NDARHC453LC1,267131,109,1,n/a
NDARHD931FNA,NaN,NaN,0,n/a
NDARHE899FJV,201353,109,1,n/a
NDARHG065YHQ,172512,109,1,n/a
NDARHN212TT6,134477,109,1,n/a
NDARHR140GMB,NaN,NaN,0,n/a
NDARHT019ER6,169628,109,1,n/a
NDARHT829KKB,121015,109,1,n/a
NDARHU910KZC,NaN,NaN,0,n/a
NDARHW933UVJ,172254,109,1,n/a
NDARHX934KJ5,123676,109,1,n/a
NDARHX963YU1,182878,109,1,n/a
NDARJA262HTY,124751,109,1,n/a
NDARJA788CH7,115127,109,1,n/a
NDARJB366HYJ,146061,109,1,n/a
NDARJF517HC8,176905,109,1,n/a
NDARJG298YVA,125716,109,1,n/a
NDARJH367WKY,129738,109,1,n/a
NDARJH492TVW,126841,109,1,n/a
NDARJH763NPD,187330,109,1,n/a
NDARJJ767FBH,NaN,NaN,0,n/a
NDARJM296MDW,179763,109,1,n/a
NDARJR579FW7,243250,109,1,n/a
NDARJT588ZAX,NaN,NaN,0,n/a
NDARJX458DVE,NaN,NaN,0,n/a
NDARJX505XD6,NaN,NaN,0,n/a
NDARJX939UCQ,197085,109,1,n/a
NDARJZ888UX6,134441,109,1,n/a
NDARKA946MJ1,NaN,NaN,0,n/a
NDARKD064EVC,133167,109,1,n/a
NDARKH444AGK,NaN,NaN,0,n/a
NDARKK000PNQ,130041,109,1,n/a
NDARKK392ZX2,186454,109,1,n/a
NDARKM301DY0,NaN,NaN,0,n/a
NDARKU649DB7,215729,109,1,n/a
NDARKV353MTD,175790,109,1,n/a
NDARKV807EMJ,125476,109,1,n/a
NDARKX665ZD3,140763,109,1,n/a
NDARKZ634RVX,268081,109,1,n/a
NDARLA788EWU,NaN,NaN,0,n/a
NDARLB162XP2,NaN,NaN,0,n/a
NDARLD978JVJ,NaN,NaN,0,n/a
NDARLE091XAZ,180336,109,1,n/a
NDARLE417RA4,149437,109,1,n/a
NDARLM196YRG,165252,109,1,n/a
NDARLM313FVX,152415,109,1,n/a
NDARLU939YX4,171553,109,1,n/a
NDARLY114PDC,187328,109,1,n/a
NDARLY687YDQ,151289,109,1,n/a
NDARLZ701LJ3,132152,109,1,n/a
NDARMC473UHD,152140,109,1,n/a
NDARME100GK1,177511,109,1,n/a
NDARMF668NU5,NaN,NaN,0,n/a
NDARMG451PJA,NaN,NaN,0,n/a
NDARMH231UEP,226859,109,1,n/a
NDARMH559LKK,NaN,NaN,0,n/a
